,gene_ids,feature_types,genome,mt,n_cells_by_counts,mean_counts,log1p_mean_counts,pct_dropout_by_counts,total_counts,log1p_total_counts,n_cells
ATP13A2,ENSG00000159363,Gene Expression,GRCh38,False,2615,0.8659856,0.62378937,47.61618589743589,4323.0,8.371936,2003
SDHB,ENSG00000117118,Gene Expression,GRCh38,False,2439,0.79867786,0.58705187,51.14182692307692,3987.0,8.291045,1931
PADI2,ENSG00000117115,Gene Expression,GRCh38,False,631,0.14222756,0.13298036,87.35977564102564,710.0,6.5666723,478
RCC2,ENSG00000179051,Gene Expression,GRCh38,False,875,0.19931892,0.18175383,82.47195512820514,995.0,6.903747,690
ARHGEF10L,ENSG00000074964,Gene Expression,GRCh38,False,2918,1.0717148,0.7283766,41.546474358974365,5350.0,8.585039,2039
IGSF21,ENSG00000117154,Gene Expression,GRCh38,False,2731,0.97636217,0.68125784,45.29246794871795,4874.0,8.491876,2013
ALDH4A1,ENSG00000159423,Gene Expression,GRCh38,False,403,0.08914263,0.085390806,91.92708333333334,445.0,6.100319,341
IFFO2,ENSG00000169991,Gene Expression,GRCh38,False,1043,0.24539264,0.21945085,79.10657051282051,1225.0,7.111512,819
AL137127.1,ENSG00000272084,Gene Expression,GRCh38,False,90,0.018629808,0.018458398,98.19711538461539,93.0,4.543295,74
UBR4,ENSG00000127481,Gene Expression,GRCh38,False,199,0.041866988,0.041014284,96.0136217948718,209.0,5.3471074,164
EMC1-AS1,ENSG00000230424,Gene Expression,GRCh38,False,78,0.016025642,0.015898587,98.4375,80.0,4.394449,70
EMC1,ENSG00000127463,Gene Expression,GRCh38,False,697,0.1592548,0.1477774,86.03766025641025,795.0,6.6795993,579
MRTO4,ENSG00000053372,Gene Expression,GRCh38,False,529,0.119391024,0.11278481,89.40304487179486,596.0,6.391917,418
AKR7A3,ENSG00000162482,Gene Expression,GRCh38,False,127,0.026442308,0.026098752,97.45592948717949,132.0,4.890349,89
AKR7A2,ENSG00000053371,Gene Expression,GRCh38,False,1122,0.27103364,0.23983046,77.52403846153845,1353.0,7.2108183,915
SLC66A1,ENSG00000040487,Gene Expression,GRCh38,False,786,0.18129006,0.16660711,84.2548076923077,905.0,6.809039,605
CAPZB,ENSG00000077549,Gene Expression,GRCh38,False,3054,1.2215545,0.79820716,38.82211538461539,6098.0,8.71588,2305
MICOS10,ENSG00000173436,Gene Expression,GRCh38,False,3558,1.8745993,1.0559133,28.72596153846154,9358.0,9.1440935,2663
NBL1,ENSG00000158747,Gene Expression,GRCh38,False,1775,0.5120192,0.41344598,64.44310897435898,2556.0,7.84659,1464
TMCO4,ENSG00000162542,Gene Expression,GRCh38,False,40,0.008213141,0.008179597,99.19871794871796,41.0,3.7376697,35
OTUD3,ENSG00000169914,Gene Expression,GRCh38,False,1126,0.26802886,0.23746361,77.44391025641025,1338.0,7.1996784,853
PLA2G5,ENSG00000127472,Gene Expression,GRCh38,False,430,0.09835737,0.09381577,91.38621794871796,491.0,6.1984787,385
PLA2G2C,ENSG00000187980,Gene Expression,GRCh38,False,11,0.0022035257,0.0022011015,99.77964743589743,11.0,2.4849067,11
UBXN10-AS1,ENSG00000225986,Gene Expression,GRCh38,False,277,0.058894232,0.057225186,94.4511217948718,294.0,5.6869755,249
UBXN10,ENSG00000162543,Gene Expression,GRCh38,False,135,0.029046474,0.02863262,97.29567307692307,145.0,4.983607,132
LINC01141,ENSG00000236963,Gene Expression,GRCh38,False,22,0.004607372,0.0045967908,99.55929487179486,23.0,3.1780539,17
CAMK2N1,ENSG00000162545,Gene Expression,GRCh38,False,3425,2.3096955,1.1968561,31.39022435897436,11530.0,9.352795,2677
MUL1,ENSG00000090432,Gene Expression,GRCh38,False,675,0.1552484,0.14431539,86.47836538461539,775.0,6.6541524,576
FAM43B,ENSG00000183114,Gene Expression,GRCh38,False,770,0.17588142,0.162018,84.57532051282051,878.0,6.7787848,641
CDA,ENSG00000158825,Gene Expression,GRCh38,False,43,0.009014423,0.008974035,99.1386217948718,45.0,3.8286414,37
PINK1,ENSG00000158828,Gene Expression,GRCh38,False,3124,1.2730368,0.82111675,37.419871794871796,6355.0,8.757154,2409
PINK1-AS,ENSG00000117242,Gene Expression,GRCh38,False,35,0.007011218,0.0069867535,99.2988782051282,35.0,3.583519,28
DDOST,ENSG00000244038,Gene Expression,GRCh38,False,520,0.114182696,0.10812113,89.58333333333334,570.0,6.347389,433
KIF17,ENSG00000117245,Gene Expression,GRCh38,False,15,0.0032051282,0.0032000027,99.69951923076923,16.0,2.8332133,13
SH2D5,ENSG00000189410,Gene Expression,GRCh38,False,207,0.043068912,0.042167246,95.85336538461539,215.0,5.3752785,166
HP1BP3,ENSG00000127483,Gene Expression,GRCh38,False,2477,0.78084934,0.5770904,50.38060897435898,3898.0,8.268476,1881
EIF4G3,ENSG00000075151,Gene Expression,GRCh38,False,1499,0.40364584,0.33907303,69.97195512820514,2015.0,7.6088705,1162
ECE1,ENSG00000117298,Gene Expression,GRCh38,False,556,0.12560096,0.11831708,88.86217948717949,627.0,6.44254,473
NBPF3,ENSG00000142794,Gene Expression,GRCh38,False,140,0.029847756,0.029410983,97.19551282051282,149.0,5.0106354,108
ALPL,ENSG00000162551,Gene Expression,GRCh38,False,202,0.044671476,0.043702457,95.95352564102564,223.0,5.411646,170
RAP1GAP,ENSG00000076864,Gene Expression,GRCh38,False,3211,1.2209536,0.7979366,35.677083333333336,6095.0,8.715388,2300
USP48,ENSG00000090686,Gene Expression,GRCh38,False,1251,0.31270033,0.27208632,74.93990384615384,1561.0,7.353722,905
HSPG2,ENSG00000142798,Gene Expression,GRCh38,False,83,0.017227564,0.017080853,98.33733974358975,86.0,4.465908,67
LINC00339,ENSG00000218510,Gene Expression,GRCh38,False,354,0.07772436,0.074851744,92.90865384615384,388.0,5.963579,280
CDC42,ENSG00000070831,Gene Expression,GRCh38,False,2875,1.0534856,0.7195386,42.40785256410257,5259.0,8.567886,2185
CDC42-AS1,ENSG00000285752,Gene Expression,GRCh38,False,47,0.009815705,0.009767844,99.05849358974359,49.0,3.912023,35
WNT4,ENSG00000162552,Gene Expression,GRCh38,False,17,0.0034054487,0.0033996634,99.65945512820514,17.0,2.8903718,11
ZBTB40,ENSG00000184677,Gene Expression,GRCh38,False,387,0.08233173,0.07911772,92.24759615384616,411.0,6.0210233,292
EPHA8,ENSG00000070886,Gene Expression,GRCh38,False,314,0.067307696,0.06513931,93.7099358974359,336.0,5.820083,260
C1QA,ENSG00000173372,Gene Expression,GRCh38,False,270,0.057892628,0.056278843,94.59134615384616,289.0,5.669881,217
C1QC,ENSG00000159189,Gene Expression,GRCh38,False,232,0.052483976,0.05115306,95.3525641025641,262.0,5.572154,187
C1QB,ENSG00000173369,Gene Expression,GRCh38,False,440,0.09835737,0.09381577,91.18589743589743,491.0,6.1984787,348
EPHB2,ENSG00000133216,Gene Expression,GRCh38,False,184,0.03846154,0.03774033,96.31410256410257,192.0,5.26269,164
KDM1A,ENSG00000004487,Gene Expression,GRCh38,False,1245,0.31470352,0.2736112,75.06009615384616,1571.0,7.360104,992
LUZP1,ENSG00000169641,Gene Expression,GRCh38,False,778,0.18509616,0.16982391,84.4150641025641,924.0,6.829794,662
LINC01355,ENSG00000261326,Gene Expression,GRCh38,False,377,0.08133013,0.078191884,92.44791666666666,406.0,6.0088134,270
HNRNPR,ENSG00000125944,Gene Expression,GRCh38,False,2050,0.5973558,0.46834964,58.93429487179487,2982.0,8.000685,1645
ZNF436,ENSG00000125945,Gene Expression,GRCh38,False,336,0.071714744,0.06925993,93.26923076923077,358.0,5.8833222,293
ZNF436-AS1,ENSG00000249087,Gene Expression,GRCh38,False,640,0.14002404,0.13104935,87.17948717948718,699.0,6.55108,466
TCEA3,ENSG00000204219,Gene Expression,GRCh38,False,164,0.034254808,0.033681177,96.71474358974359,171.0,5.1474943,134
ASAP3,ENSG00000088280,Gene Expression,GRCh38,False,196,0.041266024,0.040437303,96.07371794871796,206.0,5.332719,166
ID3,ENSG00000117318,Gene Expression,GRCh38,False,452,0.108774036,0.10325494,90.94551282051282,543.0,6.2989492,341
RPL11,ENSG00000142676,Gene Expression,GRCh38,False,4645,7.2864585,2.1146226,6.951121794871796,36374.0,10.501637,2989
ELOA-AS1,ENSG00000236810,Gene Expression,GRCh38,False,165,0.034254808,0.033681177,96.69471153846155,171.0,5.1474943,123
ELOA,ENSG00000011007,Gene Expression,GRCh38,False,665,0.14503205,0.13543263,86.6786858974359,724.0,6.5861716,528
PITHD1,ENSG00000057757,Gene Expression,GRCh38,False,2732,0.9723558,0.67922866,45.27243589743589,4854.0,8.487764,2125
LYPLA2,ENSG00000011009,Gene Expression,GRCh38,False,1238,0.31109777,0.27086478,75.20032051282051,1553.0,7.3485875,977
GALE,ENSG00000117308,Gene Expression,GRCh38,False,693,0.1532452,0.14257988,86.11778846153845,765.0,6.641182,547
HMGCL,ENSG00000117305,Gene Expression,GRCh38,False,575,0.13040866,0.12257921,88.48157051282051,651.0,6.4800444,483
FUCA1,ENSG00000179163,Gene Expression,GRCh38,False,290,0.060697116,0.058926348,94.19070512820514,303.0,5.7170277,231
PNRC2,ENSG00000189266,Gene Expression,GRCh38,False,1258,0.31610578,0.27467722,74.79967948717949,1578.0,7.3645473,990
SRSF10,ENSG00000188529,Gene Expression,GRCh38,False,1738,0.47195512,0.38659152,65.18429487179486,2356.0,7.765145,1336
IFNLR1,ENSG00000185436,Gene Expression,GRCh38,False,275,0.057291668,0.05571061,94.4911858974359,286.0,5.659482,217
LINC02800,ENSG00000230023,Gene Expression,GRCh38,False,57,0.011418269,0.011353573,98.85817307692307,57.0,4.060443,38
STPG1,ENSG00000001460,Gene Expression,GRCh38,False,461,0.098557696,0.093998134,90.76522435897436,492.0,6.200509,366
NIPAL3,ENSG00000001461,Gene Expression,GRCh38,False,2200,0.68309295,0.52063316,55.92948717948718,3410.0,8.134761,1600
RCAN3AS,ENSG00000286061,Gene Expression,GRCh38,False,19,0.0038060897,0.003798865,99.61939102564102,19.0,2.9957323,16
RCAN3,ENSG00000117602,Gene Expression,GRCh38,False,1534,0.4238782,0.35338426,69.27083333333333,2116.0,7.6577554,1216
SRRM1,ENSG00000133226,Gene Expression,GRCh38,False,1419,0.35777244,0.30584544,71.57451923076923,1786.0,7.4882936,1077
CLIC4,ENSG00000169504,Gene Expression,GRCh38,False,434,0.09415064,0.08997839,91.30608974358975,470.0,6.154858,334
SYF2,ENSG00000117614,Gene Expression,GRCh38,False,1194,0.2960737,0.25933948,76.08173076923077,1478.0,7.2991214,959
AL031432.4,ENSG00000284602,Gene Expression,GRCh38,False,27,0.0056089745,0.0055933027,99.45913461538461,28.0,3.3672957,22
RSRP1,ENSG00000117616,Gene Expression,GRCh38,False,2320,0.72215545,0.54357666,53.52564102564102,3605.0,8.190354,1662
AL031432.3,ENSG00000272432,Gene Expression,GRCh38,False,88,0.017628206,0.01747463,98.23717948717949,88.0,4.4886365,72
TMEM50A,ENSG00000183726,Gene Expression,GRCh38,False,1504,0.40084136,0.33707303,69.87179487179486,2001.0,7.601902,1242
RHCE,ENSG00000188672,Gene Expression,GRCh38,False,34,0.0068108975,0.006787808,99.31891025641025,34.0,3.5553482,31
MACO1,ENSG00000204178,Gene Expression,GRCh38,False,933,0.21915065,0.19815442,81.31009615384616,1094.0,6.9985094,741
LDLRAP1,ENSG00000157978,Gene Expression,GRCh38,False,2115,0.6640625,0.5092619,57.63221153846154,3315.0,8.106515,1541
AL606491.1,ENSG00000225643,Gene Expression,GRCh38,False,93,0.018629808,0.018458398,98.13701923076923,93.0,4.543295,70
MAN1C1,ENSG00000117643,Gene Expression,GRCh38,False,1383,0.33994392,0.29262775,72.29567307692308,1697.0,7.4372063,1048
SELENON,ENSG00000162430,Gene Expression,GRCh38,False,1459,0.38261217,0.32397458,70.77323717948718,1910.0,7.555382,1163
AL020996.1,ENSG00000228172,Gene Expression,GRCh38,False,28,0.0056089745,0.0055933027,99.43910256410257,28.0,3.3672957,23
MTFR1L,ENSG00000117640,Gene Expression,GRCh38,False,2076,0.599359,0.4696029,58.41346153846154,2992.0,8.004031,1568
AUNIP,ENSG00000127423,Gene Expression,GRCh38,False,18,0.0036057692,0.003599284,99.63942307692307,18.0,2.944439,15
PAQR7,ENSG00000182749,Gene Expression,GRCh38,False,253,0.053285256,0.051914096,94.93189102564102,266.0,5.587249,198
STMN1,ENSG00000117632,Gene Expression,GRCh38,False,4124,3.4164662,1.4853399,17.387820512820518,17055.0,9.744257,2921
PAFAH2,ENSG00000158006,Gene Expression,GRCh38,False,152,0.03165064,0.031160083,96.9551282051282,158.0,5.0689044,129
EXTL1,ENSG00000158008,Gene Expression,GRCh38,False,243,0.052283652,0.05096271,95.13221153846155,261.0,5.5683446,207
PDIK1L,ENSG00000175087,Gene Expression,GRCh38,False,427,0.09174679,0.08777898,91.4463141025641,458.0,6.1290503,343
FAM110D,ENSG00000197245,Gene Expression,GRCh38,False,90,0.01923077,0.019048195,98.19711538461539,96.0,4.574711,70
ZNF593,ENSG00000142684,Gene Expression,GRCh38,False,886,0.20512821,0.18658596,82.25160256410257,1024.0,6.932448,745
CNKSR1,ENSG00000142675,Gene Expression,GRCh38,False,315,0.06610577,0.06401254,93.68990384615384,330.0,5.8021183,225
CEP85,ENSG00000130695,Gene Expression,GRCh38,False,226,0.047676284,0.04657465,95.47275641025641,238.0,5.4764633,180
SH3BGRL3,ENSG00000142669,Gene Expression,GRCh38,False,2847,1.1798878,0.7792734,42.96875,5890.0,8.681181,2312
UBXN11,ENSG00000158062,Gene Expression,GRCh38,False,767,0.17307693,0.15963015,84.63541666666666,864.0,6.7627296,605
CD52,ENSG00000169442,Gene Expression,GRCh38,False,37,0.007411859,0.007384526,99.2588141025641,37.0,3.637586,18
DHDDS,ENSG00000117682,Gene Expression,GRCh38,False,1421,0.36077723,0.30805603,71.53445512820514,1801.0,7.4966526,1028
HMGN2,ENSG00000198830,Gene Expression,GRCh38,False,2958,1.1077725,0.7456317,40.745192307692314,5530.0,8.618124,2195
RPS6KA1,ENSG00000117676,Gene Expression,GRCh38,False,1069,0.25761217,0.22921482,78.58573717948718,1286.0,7.160069,823
ARID1A,ENSG00000117713,Gene Expression,GRCh38,False,1219,0.30168268,0.2636578,75.58092948717949,1506.0,7.3178763,985
PIGV,ENSG00000060642,Gene Expression,GRCh38,False,317,0.06710737,0.0649516,93.64983974358975,335.0,5.817111,273
ZDHHC18,ENSG00000204160,Gene Expression,GRCh38,False,869,0.2061298,0.18741672,82.59214743589743,1029.0,6.937314,669
GPN2,ENSG00000142751,Gene Expression,GRCh38,False,572,0.12760417,0.12009518,88.54166666666666,637.0,6.4583383,462
GPATCH3,ENSG00000198746,Gene Expression,GRCh38,False,367,0.078325324,0.07540921,92.64823717948718,391.0,5.971262,280
NUDC,ENSG00000090273,Gene Expression,GRCh38,False,2958,1.1059695,0.74477595,40.745192307692314,5521.0,8.616495,2231
NR0B2,ENSG00000131910,Gene Expression,GRCh38,False,16,0.0036057692,0.003599284,99.67948717948718,18.0,2.944439,15
KDF1,ENSG00000175707,Gene Expression,GRCh38,False,101,0.020633012,0.020423034,97.97676282051282,103.0,4.644391,87
TRNP1,ENSG00000253368,Gene Expression,GRCh38,False,1841,0.52003205,0.41873142,63.12099358974359,2596.0,7.862112,1474
TENT5B,ENSG00000158246,Gene Expression,GRCh38,False,19,0.0040064105,0.003998406,99.61939102564102,20.0,3.0445225,16
SLC9A1,ENSG00000090020,Gene Expression,GRCh38,False,643,0.14483173,0.13525766,87.11939102564102,723.0,6.584791,522
WDTC1,ENSG00000142784,Gene Expression,GRCh38,False,764,0.17347756,0.15997161,84.69551282051282,866.0,6.765039,607
TMEM222,ENSG00000186501,Gene Expression,GRCh38,False,2028,0.6063702,0.47397712,59.375,3027.0,8.015657,1599
SYTL1,ENSG00000142765,Gene Expression,GRCh38,False,1764,0.5036058,0.4078661,64.66346153846155,2514.0,7.830028,1181
MAP3K6,ENSG00000142733,Gene Expression,GRCh38,False,726,0.16005608,0.14846835,85.45673076923077,799.0,6.684612,572
GPR3,ENSG00000181773,Gene Expression,GRCh38,False,145,0.029447116,0.029021878,97.09535256410257,147.0,4.9972124,125
WASF2,ENSG00000158195,Gene Expression,GRCh38,False,874,0.19731571,0.18008214,82.49198717948718,985.0,6.8936563,660
BX293535.1,ENSG00000237429,Gene Expression,GRCh38,False,12,0.0024038462,0.0024009617,99.75961538461539,12.0,2.5649493,10
AHDC1,ENSG00000126705,Gene Expression,GRCh38,False,1230,0.30128205,0.26334998,75.36057692307692,1504.0,7.3165483,957
FGR,ENSG00000000938,Gene Expression,GRCh38,False,90,0.01943109,0.019244717,98.19711538461539,97.0,4.5849676,71
IFI6,ENSG00000126709,Gene Expression,GRCh38,False,1222,0.30448717,0.26580998,75.52083333333334,1520.0,7.327123,968
FAM76A,ENSG00000009780,Gene Expression,GRCh38,False,698,0.15645032,0.14535524,86.0176282051282,781.0,6.6618547,531
STX12,ENSG00000117758,Gene Expression,GRCh38,False,1754,0.46474358,0.3816802,64.86378205128204,2320.0,7.7497535,1383
AL020997.3,ENSG00000270031,Gene Expression,GRCh38,False,22,0.0044070515,0.004397369,99.55929487179486,22.0,3.1354942,19
PPP1R8,ENSG00000117751,Gene Expression,GRCh38,False,804,0.19010417,0.17404084,83.89423076923077,949.0,6.856462,661
THEMIS2,ENSG00000130775,Gene Expression,GRCh38,False,72,0.014423077,0.014320054,98.5576923076923,72.0,4.2904596,56
RPA2,ENSG00000117748,Gene Expression,GRCh38,False,1188,0.2976763,0.2605752,76.20192307692308,1486.0,7.304516,977
SMPDL3B,ENSG00000130768,Gene Expression,GRCh38,False,616,0.15745193,0.14622098,87.66025641025641,786.0,6.668228,549
XKR8,ENSG00000158156,Gene Expression,GRCh38,False,675,0.1552484,0.14431539,86.47836538461539,775.0,6.6541524,541
EYA3,ENSG00000158161,Gene Expression,GRCh38,False,599,0.13221154,0.12417283,88.00080128205127,660.0,6.493754,482
PTAFR,ENSG00000169403,Gene Expression,GRCh38,False,15,0.0030048077,0.0030003022,99.69951923076923,15.0,2.7725887,10
DNAJC8,ENSG00000126698,Gene Expression,GRCh38,False,2174,0.6608574,0.50733393,56.450320512820504,3299.0,8.101678,1713
ATP5IF1,ENSG00000130770,Gene Expression,GRCh38,False,4124,3.0300481,1.3937783,17.387820512820518,15126.0,9.624236,2877
AL353622.1,ENSG00000270605,Gene Expression,GRCh38,False,213,0.044471152,0.043510683,95.73317307692307,222.0,5.4071717,162
SESN2,ENSG00000130766,Gene Expression,GRCh38,False,361,0.075520836,0.07280504,92.76842948717949,377.0,5.934894,293
MED18,ENSG00000130772,Gene Expression,GRCh38,False,69,0.014423077,0.014320054,98.61778846153845,72.0,4.2904596,64
PHACTR4,ENSG00000204138,Gene Expression,GRCh38,False,448,0.09615385,0.09180755,91.02564102564102,480.0,6.175867,356
RCC1,ENSG00000180198,Gene Expression,GRCh38,False,87,0.018028846,0.017868254,98.25721153846155,90.0,4.5108595,75
SNHG3,ENSG00000242125,Gene Expression,GRCh38,False,722,0.1610577,0.14933139,85.53685897435898,804.0,6.690842,524
TRNAU1AP,ENSG00000180098,Gene Expression,GRCh38,False,841,0.19290866,0.17639458,83.15304487179486,963.0,6.8710914,654
SNHG12,ENSG00000197989,Gene Expression,GRCh38,False,1101,0.26001602,0.23112445,77.94471153846155,1298.0,7.16935,813
TAF12,ENSG00000120656,Gene Expression,GRCh38,False,472,0.102163464,0.09727503,90.5448717948718,510.0,6.2363696,387
GMEB1,ENSG00000162419,Gene Expression,GRCh38,False,314,0.06670673,0.06457608,93.7099358974359,333.0,5.811141,255
YTHDF2,ENSG00000198492,Gene Expression,GRCh38,False,1020,0.24178685,0.21655135,79.5673076923077,1207.0,7.096721,821
EPB41,ENSG00000159023,Gene Expression,GRCh38,False,2159,0.65705127,0.5050397,56.75080128205128,3280.0,8.095903,1501
TMEM200B,ENSG00000253304,Gene Expression,GRCh38,False,1021,0.31630608,0.2748294,79.54727564102564,1579.0,7.36518,889
SRSF4,ENSG00000116350,Gene Expression,GRCh38,False,1586,0.40985578,0.3434874,68.22916666666667,2046.0,7.6241307,1196
MECR,ENSG00000116353,Gene Expression,GRCh38,False,743,0.17427884,0.1606542,85.1161858974359,870.0,6.769642,630
PTPRU,ENSG00000060656,Gene Expression,GRCh38,False,589,0.1318109,0.12381892,88.2011217948718,658.0,6.4907236,466
MATN1-AS1,ENSG00000186056,Gene Expression,GRCh38,False,14,0.0028044872,0.002800562,99.71955128205127,14.0,2.7080503,10
LAPTM5,ENSG00000162511,Gene Expression,GRCh38,False,345,0.07451923,0.07187334,93.0889423076923,372.0,5.9215784,284
LINC01778,ENSG00000223382,Gene Expression,GRCh38,False,16,0.0032051282,0.0032000027,99.67948717948718,16.0,2.8332133,15
SDC3,ENSG00000162512,Gene Expression,GRCh38,False,1225,0.33173078,0.28647944,75.46073717948718,1656.0,7.412764,1036
PUM1,ENSG00000134644,Gene Expression,GRCh38,False,1756,0.48137018,0.39296746,64.82371794871796,2403.0,7.784889,1388
NKAIN1,ENSG00000084628,Gene Expression,GRCh38,False,596,0.13441506,0.12611715,88.06089743589743,671.0,6.510258,477
SNRNP40,ENSG00000060688,Gene Expression,GRCh38,False,1011,0.24739583,0.22105804,79.74759615384616,1235.0,7.1196356,794
ZCCHC17,ENSG00000121766,Gene Expression,GRCh38,False,1338,0.33633813,0.28993315,73.19711538461539,1679.0,7.426549,1082
FABP3,ENSG00000121769,Gene Expression,GRCh38,False,802,0.19931892,0.18175383,83.93429487179486,995.0,6.903747,649
SERINC2,ENSG00000168528,Gene Expression,GRCh38,False,96,0.020633012,0.020423034,98.07692307692307,103.0,4.644391,79
TINAGL1,ENSG00000142910,Gene Expression,GRCh38,False,205,0.04627404,0.04523532,95.89342948717949,231.0,5.4467373,147
PEF1,ENSG00000162517,Gene Expression,GRCh38,False,1824,0.51502407,0.41543132,63.46153846153846,2571.0,7.852439,1453
COL16A1,ENSG00000084636,Gene Expression,GRCh38,False,1038,0.24759616,0.22121863,79.20673076923077,1236.0,7.1204443,764
ADGRB2,ENSG00000121753,Gene Expression,GRCh38,False,1625,0.43028846,0.35787615,67.44791666666667,2148.0,7.672758,1238
PTP4A2,ENSG00000184007,Gene Expression,GRCh38,False,1521,0.40604967,0.34078413,69.53125,2027.0,7.614805,1206
KHDRBS1,ENSG00000121774,Gene Expression,GRCh38,False,2567,0.8421474,0.61093193,48.577724358974365,4204.0,8.344029,1998
